japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-01-10,14717.333984375,14672.1025390625,15027.5869140625,505.2590942383,503.8099975586,521.7032470703,1497.0721435547,1487.7971191406,1644.0532226562,12680.0908203125,12645.9267578125,12821.7294921875,NA,NA,NA,NA,2021-01-09,5.259094238300008,188.333984375,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-11,14904.6708984375,14817.3251953125,15508.6103515625,510.4526977539,507.6732788086,541.9879760742,1572.1467285156,1553.6219482422,1865.427734375,12790.8359375,12725.375,13061.1220703125,NA,NA,NA,NA,2021-01-09,5.193603515599989,187.3369140625,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-12,15086.998046875,14960.4873046875,15967.8662109375,515.8923339844,511.8850097656,561.3593139648,1634.7709960938,1607.2639160156,2069.7370605469,12906.525390625,12812.3173828125,13294.916015625,NA,NA,NA,NA,2021-01-09,5.439636230500014,182.3271484375,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-13,15272.7041015625,15109.677734375,16415.296875,521.5544433594,516.4124755859,579.9016723633,1695.0528564453,1658.810546875,2267.3117675781,13026.3818359375,12905.7353515625,13523.1142578125,NA,NA,NA,NA,2021-01-09,5.662109375,185.7060546875,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-14,15449.5009765625,15252.734375,16832.84765625,527.4455566406,521.2540283203,597.6970214844,1743.7109375,1699.2625732422,2444.6069335938,13150.4609375,13005.4423828125,13745.591796875,NA,NA,NA,NA,2021-01-09,5.891113281199978,176.796875,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-15,15624.7509765625,15396.6884765625,17232.13671875,533.5161743164,526.3504638672,614.8135375977,1786.3149414062,1734.1685791016,2607.7602539062,13277.7666015625,13110.2490234375,13963.375,NA,NA,NA,NA,2021-01-09,6.070617675800008,175.25,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-16,15792.189453125,15535.3359375,17604.05078125,539.7448730469,531.6729736328,631.3101196289,1818.9506835938,1759.7976074219,2750.1979980469,13408.0107421875,13219.66796875,14177.1533203125,NA,NA,NA,NA,2021-01-09,6.228698730500014,167.4384765625,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-17,15950.3291015625,15667.1201171875,17946.904296875,546.1053466797,537.1881713867,647.2465209961,1840.3503417969,1775.0024414062,2868.9035644531,13540.208984375,13332.56640625,14386.8994140625,NA,NA,NA,NA,2021-01-09,6.3604736327999944,158.1396484375,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-18,16113.1337890625,15805.3212890625,18283.484375,552.5490112305,542.8436279297,662.6161499023,1863.0971679688,1791.9437255859,2983.0720214844,13673.53515625,13447.9970703125,14591.8515625,NA,NA,NA,NA,2021-01-09,6.443664550800008,162.8046875,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-19,16271.3515625,15940.9423828125,18598.57421875,559.1177978516,548.6762695312,677.5185546875,1880.9193115234,1804.5552978516,3083.1506347656,13808.408203125,13566.2421875,14792.6318359375,NA,NA,NA,NA,2021-01-09,6.568786621100003,158.2177734375,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-20,16428.814453125,16077.474609375,18900.244140625,565.7778320312,554.6472167969,691.9762573242,1896.5145263672,1815.4156494141,3173.6606445312,13944.2197265625,13686.5830078125,14989.353515625,NA,NA,NA,NA,2021-01-09,6.660034179599961,157.462890625,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-21,16580.9921875,16210.466796875,19181.681640625,572.5256347656,560.7478637695,706.0462646484,1906.314453125,1821.0942382812,3248.8359375,14080.9775390625,13808.9140625,15182.8349609375,NA,NA,NA,NA,2021-01-09,6.747802734400011,152.177734375,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-22,16731.958984375,16343.67578125,19451.154296875,579.3391113281,566.9526367188,719.7473144531,1913.7629394531,1824.8726806641,3314.6506347656,14218.228515625,13932.7021484375,15373.044921875,NA,NA,NA,NA,2021-01-09,6.8134765625,150.966796875,NA,NA,北海道
JP-01,HOKKAIDO,2021-01-23,16884.357421875,16479.4921875,19713.705078125,586.1993408203,573.240234375,733.0857543945,1921.8676757812,1829.5894775391,3376.7109375,14355.892578125,14057.77734375,15559.9052734375,NA,NA,NA,NA,2021-01-09,6.8602294922000056,152.3984375,NA,NA,北海道
