japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-02-04,17781.322265625,17698.91015625,18081.322265625,614.8287963867,611.5259399414,648.9805908203,1176.6489257812,1161.1838378906,1202.8825683594,15971.30859375,15908.4921875,16207.318359375,,,,,2021-02-03,3.8287963866999917,106.322265625,,,北海道
JP-01,HOKKAIDO,2021-02-05,17880.443359375,17723.26953125,18453.1015625,618.6748046875,612.3588867188,683.9744262695,1162.3581542969,1133.3341064453,1211.5499267578,16079.6611328125,15959.498046875,16530.53125,,,,,2021-02-03,3.8460083008000083,99.12109375,,,北海道
JP-01,HOKKAIDO,2021-02-06,17965.40234375,17741.017578125,18784.26171875,622.2252197266,613.162902832,715.9063110352,1138.841796875,1098.2852783203,1207.5375976562,16185.8701171875,16013.333984375,16832.62109375,,,,,2021-02-03,3.5504150391000167,84.958984375,,,北海道
JP-01,HOKKAIDO,2021-02-07,18042.81640625,17758.109375,19082.94140625,625.6578979492,614.0921630859,745.1824951172,1111.1313476562,1060.9161376953,1196.0775146484,16289.408203125,16069.0302734375,17113.939453125,,,,,2021-02-03,3.432678222599975,77.4140625,,,北海道
JP-01,HOKKAIDO,2021-02-08,18110.36328125,17772.06640625,19347.2734375,629.5147705078,615.6560668945,772.6820678711,1076.2977294922,1018.3704833984,1174.0953369141,16391.2578125,16127.1787109375,17376.59765625,,,,,2021-02-03,3.8568725586000028,67.546875,,,北海道
JP-01,HOKKAIDO,2021-02-09,18193.365234375,17805.341796875,19611.904296875,633.5758666992,617.6149902344,798.3901977539,1054.5084228516,989.5599365234,1163.9067382812,16490.400390625,16186.40234375,17621.126953125,,,,,2021-02-03,4.0610961913999972,83.001953125,,,北海道
JP-01,HOKKAIDO,2021-02-10,18268.220703125,17835.96484375,19848.837890625,637.7120361328,619.8231201172,822.3670654297,1028.1654052734,957.6469116211,1146.6948242188,16587.962890625,16247.4765625,17850.75390625,,,,,2021-02-03,4.1361694336000028,74.85546875,,,北海道
JP-01,HOKKAIDO,2021-02-11,18353.638671875,17879.8203125,20087.005859375,641.1224365234,621.487121582,843.7496337891,1011.383605957,935.6500854492,1138.4849853516,16683.037109375,16309.2041015625,18066.560546875,,,,,2021-02-03,3.4104003905999889,85.41796875,,,北海道
JP-01,HOKKAIDO,2021-02-12,18458.91796875,17945.7890625,20334.419921875,644.5520629883,623.3173828125,863.6468505859,1017.1867675781,935.2595214844,1154.5689697266,16776.64453125,16372.306640625,18271.134765625,,,,,2021-02-03,3.429626464900025,105.279296875,,,北海道
JP-01,HOKKAIDO,2021-02-13,18516.01171875,17972.662109375,20504.4609375,648.1588745117,625.4531860352,882.3982543945,987.1182861328,902.5834960938,1128.7564697266,16867.3984375,16435.1796875,18463.015625,,,,,2021-02-03,3.6068115233999833,57.09375,,,北海道
JP-01,HOKKAIDO,2021-02-14,18577.19140625,18004.98828125,20676.447265625,651.651550293,627.5992431641,899.7678222656,957.4605712891,871.0791015625,1102.1458740234,16954.85546875,16497.154296875,18643.587890625,,,,,2021-02-03,3.4926757813000222,61.1796875,,,北海道
JP-01,HOKKAIDO,2021-02-15,18634.1484375,18036.396484375,20832.90625,655.0505371094,629.7652587891,915.8775024414,926.9672241211,839.5161132812,1073.4150390625,17039.646484375,16558.650390625,18813.62890625,,,,,2021-02-03,3.3989868163999972,56.95703125,,,北海道
JP-01,HOKKAIDO,2021-02-16,18698.6015625,18076.591796875,20992.5390625,658.3475341797,631.9326782227,930.8385620117,904.7196044922,816.0156860352,1053.3001708984,17121.82421875,16619.521484375,18974.703125,,,,,2021-02-03,3.2969970702999944,64.453125,,,北海道
JP-01,HOKKAIDO,2021-02-17,18765.236328125,18121.140625,21145.58984375,661.5841674805,634.1328125,944.7796020508,887.0987548828,797.1658935547,1037.7762451172,17202.46875,16680.6328125,19127.720703125,,,,,2021-02-03,3.2366333008000083,66.634765625,,,北海道
JP-01,HOKKAIDO,2021-02-18,18823.609375,18160.72265625,21278.8359375,664.7669677734,636.3638305664,957.7891235352,864.6047363281,774.3589477539,1015.8326416016,17281.65625,16741.90625,19273.103515625,,,,,2021-02-03,3.1828002928999695,58.373046875,,,北海道
JP-01,HOKKAIDO,2021-02-19,18889.828125,18208.361328125,21418.46875,667.8687744141,638.5919799805,969.9111328125,849.3444824219,758.3989868164,1001.7690429688,17358.77734375,16802.59765625,19410.91015625,,,,,2021-02-03,3.1018066407000333,66.21875,,,北海道
JP-01,HOKKAIDO,2021-02-20,18983.7265625,18281.361328125,21590.181640625,670.6262817383,640.5591430664,980.8264770508,857.1063842773,763.2470092773,1014.4442138672,17437.056640625,16865.69140625,19545.158203125,,,,,2021-02-03,2.7575073241999917,93.8984375,,,北海道
JP-01,HOKKAIDO,2021-02-21,19065.04296875,18346.451171875,21730.7265625,673.3971557617,642.6015625,991.0999755859,858.6264038086,762.7194213867,1019.3790893555,17516.01953125,16930.6015625,19675.044921875,,,,,2021-02-03,2.7708740233999833,81.31640625,,,北海道
